Env,Hybrid,Yield_Mg_ha
IAH2_2022,GEMN-0225_PHJ89_0008/LH244,12.769467
IAH2_2022,GEMN-0225_PHJ89_0009/LH244,12.759303
IAH2_2022,GEMN-0225_PHJ89_0013/LH244,12.761916
IAH2_2022,GEMN-0225_PHJ89_0014/LH244,12.768696
IAH2_2022,GEMN-0225_PHJ89_0015/LH244,12.777633
IAH2_2022,GEMN-0225_PHJ89_0016/LH244,12.769609
IAH2_2022,GEMN-0225_PHJ89_0017/LH244,12.758907
IAH2_2022,GEMN-0225_PHJ89_0018/LH244,12.764327
IAH2_2022,GEMN-0225_PHJ89_0019/LH244,12.760171
IAH2_2022,GEMN-0225_PHJ89_0020/LH244,12.754446
IAH2_2022,GEMN-0225_PHJ89_0021/LH244,12.747939
IAH2_2022,GEMN-0225_PHJ89_0022/LH244,12.766488
IAH2_2022,GEMN-0225_PHJ89_0025/LH244,12.767956
IAH2_2022,GEMN-0225_PHJ89_0026/LH244,12.7575
IAH2_2022,GEMN-0225_PHJ89_0027/LH244,12.746571
IAH2_2022,GEMN-0225_PHJ89_0032/LH244,12.770804
IAH2_2022,GEMN-0225_PHK76_0001/LH244,12.768639
IAH2_2022,GEMN-0225_PHK76_0002/LH244,12.767431
IAH2_2022,GEMN-0225_PHK76_0003/LH244,12.760334
IAH2_2022,GEMN-0225_PHK76_0004/LH244,12.774217
IAH2_2022,GEMN-0225_PHK76_0005/LH244,12.770539
IAH2_2022,GEMN-0225_PHK76_0007/LH244,12.765024
IAH2_2022,GEMN-0225_PHK76_0008/LH244,12.75545
IAH2_2022,GEMN-0225_PHK76_0010/LH244,12.76464
IAH2_2022,GEMN-0225_PHK76_0012/LH244,12.76032
IAH2_2022,GEMN-0225_PHK76_0013/LH244,12.754889
IAH2_2022,GEMN-0225_PHK76_0014/LH244,12.747841
IAH2_2022,GEMN-0225_PHK76_0018/LH244,12.755265
IAH2_2022,GEMN-0225_PHK76_0019/LH244,12.772587
IAH2_2022,GEMN-0225_PHK76_0021/LH244,12.763678
IAH2_2022,GEMN-0225_PHK76_0022/LH244,12.767164
IAH2_2022,GEMN-0225_PHK76_0027/LH244,12.757288
IAH2_2022,GEMN-0225_PHK76_0028/LH244,12.774643
IAH2_2022,GEMN-0225_PHK76_0031/LH244,12.759302
IAH2_2022,GEMN-0225_PHK76_0032/LH244,12.769278
IAH2_2022,GEMN-0225_PHK76_0039/LH244,12.765093
IAH2_2022,GEMN-0225_PHN46_0001/LH244,12.760717
IAH2_2022,GEMN-0225_PHN46_0002/LH244,12.76012
IAH2_2022,GEMN-0225_PHN46_0003/LH244,12.765943
IAH2_2022,GEMN-0225_PHN46_0004/LH244,12.762348
IAH2_2022,GEMN-0225_PHN46_0005/LH244,12.750512
IAH2_2022,GEMN-0225_PHN46_0006/LH244,12.771189
IAH2_2022,GEMN-0225_PHN46_0008/LH244,12.770391
IAH2_2022,GEMN-0225_PHN46_0009/LH244,12.771681
IAH2_2022,GEMN-0225_PHN46_0014/LH244,12.765419
IAH2_2022,GEMN-0225_PHN46_0021/LH244,12.757499
IAH2_2022,GEMN-0225_PHP02_0001/LH244,12.758601
IAH2_2022,GEMN-0225_PHP02_0002/LH244,12.759724
IAH2_2022,GEMN-0225_PHP02_0003/LH244,12.770922
IAH2_2022,GEMN-0225_PHP02_0005/LH244,12.765203
IAH2_2022,GEMN-0225_PHP02_0006/LH244,12.749837
IAH2_2022,GEMN-0225_PHP02_0007/LH244,12.749364
IAH2_2022,GEMN-0225_PHP02_0008/LH244,12.768362
IAH2_2022,GEMN-0225_PHP02_0009/LH244,12.761579
IAH2_2022,GEMN-0225_PHP02_0010/LH244,12.755211
IAH2_2022,GEMN-0225_PHP02_0012/LH244,12.763385
IAH2_2022,GEMN-0225_PHP02_0013/LH244,12.766031
IAH2_2022,GEMN-0225_PHP02_0014/LH244,12.753243
IAH2_2022,GEMN-0225_PHP02_0015/LH244,12.747645
IAH2_2022,GEMN-0225_PHP02_0017/LH244,12.7667
IAH2_2022,GEMN-0232/LH244,12.757374
IAH2_2022,GEMN-0238/LH244,12.759552
IAH2_2022,GEMN-0257/LH244,12.765071
IAH2_2022,GEMN-0270/LH244,12.773343
IAH2_2022,GEMN-0271/LH244,12.765931
IAH2_2022,GEMN-0287/LH244,12.759879
IAH2_2022,LH185/LH244,13.014592
IAH2_2022,LH195/PHZ51,12.574019
IAH2_2022,LH212HT/LH244,12.858976
IAH2_2022,LH213/LH244,12.749676
IAH2_2022,LH216/LH244,12.724586
IAH2_2022,LH244/MO17,13.007474
IAH2_2022,LH244/PHK76,12.793637
IAH2_2022,LH244/PHZ51,12.69394
IAH2_2022,LH283/LH244,12.758741
IAH2_2022,LH287/LH244,12.777945
IAH2_2022,LH74/PHN82,12.64248
IAH2_2022,LH82/LH244,12.721632
IAH2_2022,M162W/LH244,12.762307
IAH2_2022,M37W/LH244,12.759792
IAH2_2022,MBUB/LH244,12.768499
IAH2_2022,MM501D/LH244,12.763678
IAH2_2022,MO17_PHW30-008-(2N)-01/LH244,12.754195
IAH2_2022,MO17_PHW30-200-(2N)-02/LH244,12.774733
IAH2_2022,MO17_PHW30-309-(2N)-01/LH244,12.759957
IAH2_2022,MO44/LH244,13.093272
IAH2_2022,MO44_LH145_0127/LH244,12.778078
IAH2_2022,MO44_LH145_0138/LH244,12.748862
IAH2_2022,MO44_PHG47_0072/LH244,12.759708
IAH2_2022,MO44_PHG47_0125/LH244,12.777183
IAH2_2022,MO44_PHW65_0025/LH244,12.805763
IAH2_2022,MO44_PHW65_0035/LH244,12.580349
IAH2_2022,MOG/LH244,12.676733
IAH2_2022,MS71/LH244,12.759731
IAH2_2022,NC350/LH244,12.77313
IAH2_2022,NC358/LH244,12.759001
IAH2_2022,NC360/LH244,12.747901
IAH2_2022,NC366/LH244,12.764605
IAH2_2022,NC370/LH244,12.760853
IAH2_2022,NC374/LH244,12.760218
IAH2_2022,NC378/LH244,12.748579
IAH2_2022,NC386/LH244,12.757467
IAH2_2022,NC388/LH244,12.750113
IAH2_2022,NC398/LH244,12.771461
IAH2_2022,NC406/LH244,12.775836
IAH2_2022,NC426/LH244,12.745937
IAH2_2022,NC428/LH244,12.764262
IAH2_2022,NC438/LH244,12.77324
IAH2_2022,NC454/LH244,12.749735
IAH2_2022,NC456/LH244,12.761606
IAH2_2022,NC458/LH244,12.766218
IAH2_2022,NC508/LH244,12.755686
IAH2_2022,NC512/LH244,12.774844
IAH2_2022,NC524/LH244,12.761941
IAH2_2022,NC528/LH244,12.767163
IAH2_2022,NC530/LH244,12.772748
IAH2_2022,NC540/LH244,12.75986
IAH2_2022,NC542/LH244,12.768434
IAH2_2022,NC546/LH244,12.75666
IAH2_2022,NC548/LH244,12.759664
IAH2_2022,NKH8431/LH244,12.826852
IAH2_2022,OH43/LH244,12.762554
IAH2_2022,PH207/LH244,12.75255
IAH2_2022,PH24E/LH244,12.757603
IAH2_2022,PHAP9/LH244,12.756695
IAH2_2022,PHB47/LH244,12.788466
IAH2_2022,PHB47/PHN82,12.795321
IAH2_2022,PHB47/PHZ51,12.445663
IAH2_2022,PHG29/PHG47,12.184221
IAH2_2022,PHG35/LH244,12.775463
IAH2_2022,PHG39/PHN82,12.705543
IAH2_2022,PHG47/LH244,12.742289
IAH2_2022,PHJ40/PHAJ0,11.230332
IAH2_2022,PHJ89/LH244,12.774223
IAH2_2022,PHJ90/LH244,12.774105
IAH2_2022,PHK56/LH244,12.854423
IAH2_2022,PHKE6/LH244,12.776387
IAH2_2022,PHN11/LH244,12.905179
IAH2_2022,PHN11_LH145_0005/LH244,12.767749
IAH2_2022,PHN11_LH145_0028/LH244,12.764805
IAH2_2022,PHN11_LH145_0085/LH244,12.765203
IAH2_2022,PHN11_OH43_0001/LH244,12.737451
IAH2_2022,PHN11_OH43_0075/LH244,12.764828
IAH2_2022,PHN11_OH43_0088/LH244,12.76104
IAH2_2022,PHN11_PHG47_0251/LH244,12.682825
IAH2_2022,PHN11_PHG47_0287/LH244,12.760173
IAH2_2022,PHN11_PHW65_0312/LH244,13.011104
IAH2_2022,PHN11_PHW65_0323/LH244,13.011901
IAH2_2022,PHN11_PHW65_0359/LH244,12.697011
IAH2_2022,PHN46/LH244,12.774835
IAH2_2022,PHP02/LH244,12.747573
IAH2_2022,PHP55/LH244,12.762176
IAH2_2022,PHR03/LH244,12.760953
IAH2_2022,PHRE1/PHTD5,12.181661
IAH2_2022,PHW30/LH244,12.761412
IAH2_2022,PHW30_MO17-010-(2N)-01/LH244,12.759894
IAH2_2022,PHW30_MO17-032-(2N)-01/LH244,12.750788
IAH2_2022,PHW30_MO17-095-(2N)-01/LH244,12.752125
IAH2_2022,PHW30_MO17-129-(2N)-01/LH244,12.771362
IAH2_2022,PHW30_MO17-178-(2N)-01/LH244,12.770476
IAH2_2022,PHW30_MO17-234-(2N)-02/LH244,12.769972
IAH2_2022,PHW30_MO17-299-(2N)-01/LH244,12.755113
IAH2_2022,PHW52/PHM49,12.523777
IAH2_2022,PHW52/PHN82,12.82685
IAH2_2022,PHW65/LH244,12.945686
IAH2_2022,PHW65_MOG_0137/LH244,12.986767
IAH2_2022,PHW65_MOG_0176/LH244,12.716026
IAH2_2022,PHW65_MOG_0271/LH244,12.839033
IAH2_2022,TX714/TX779,12.423552
IAH2_2022,TX777/LH195,12.482847
IAH2_2022,TX779/LH195,12.528979
IAH2_2022,TX951/LH195,12.443156
IAH2_2022,W10001_0003/LH244,12.758948
IAH2_2022,W10001_0007/LH244,12.759901
IAH2_2022,W10001_0008/LH244,12.757043
IAH2_2022,W10001_0009/LH244,12.746561
IAH2_2022,W10001_0010/LH244,12.766417
IAH2_2022,W10001_0011/LH244,12.761402
IAH2_2022,W10001_0012/LH244,12.761679
IAH2_2022,W10001_0013/LH244,12.761309
IAH2_2022,W10001_0014/LH244,12.773425
IAH2_2022,W10001_0016/LH244,12.753121
IAH2_2022,W10001_0017/LH244,12.751251
IAH2_2022,W10001_0018/LH244,12.756432
IAH2_2022,W10001_0019/LH244,12.759123
IAH2_2022,W10001_0021/LH244,12.764671
IAH2_2022,W10001_0022/LH244,12.553041
IAH2_2022,W10001_0023/LH244,12.754076
IAH2_2022,W10001_0029/LH244,12.756588
IAH2_2022,W10001_0030/LH244,12.768931
IAH2_2022,W10001_0031/LH244,12.766657
IAH2_2022,W10001_0033/LH244,12.762386
IAH2_2022,W10001_0036/LH244,12.761726
IAH2_2022,W10001_0040/LH244,12.75269
IAH2_2022,W10001_0047/LH244,12.757545
IAH2_2022,W10002_0002/LH244,12.760367
IAH2_2022,W10005_0029/LH244,12.767849
IAH2_2022,W10005_0107/LH244,12.687102
IAH2_2022,W10005_0111/LH244,12.755894
IAH2_2022,W10005_0147/LH244,12.736546
IAH2_2022,W10005_0220/LH244,12.748634
IAH2_2022,W10010_0018/LH244,12.763319
IAH2_2022,W10010_0032/LH244,12.76201
IAH2_2022,W10010_0084/LH244,12.748972
IAH2_2022,W10010_0093/LH244,12.758033
IAH2_2022,W10010_0101/LH244,12.766268
IAH2_2022,W10010_0118/LH244,12.778797
IAH2_2022,W10010_0124/LH244,12.766804
IAH2_2022,W10010_0148/LH244,12.77176
IAH2_2022,W10010_0170/LH244,12.758276
IAH2_2022,W10010_0188/LH244,12.756283
IAH2_2022,W10010_0189/LH244,12.760746
IAH2_2022,W10010_0215/LH244,12.766141
IAH2_2022,W10010_0239/LH244,12.767793
IAH2_2022,W10010_0279/LH244,12.763788
IAH2_2022,W10010_0294/LH244,12.758965
IAH2_2022,W10010_0310/LH244,12.771238
IAH2_2022,W10010_0311/LH244,12.752148
IAH2_2022,W10010_0337/LH244,12.768081
IAH2_2022,W10010_0346/LH244,12.768301
IAH2_2022,W10010_0358/LH244,12.768863
IAH2_2022,W10010_0366/LH244,12.768545
IAH2_2022,W10010_0381/LH244,12.767385
IAH2_2022,W10010_0452/LH244,12.770365
IAH2_2022,W10010_0464/LH244,12.752911
IAH2_2022,W22/LH244,12.763505
IAH3_2022,B14A/H95,11.288691
IAH3_2022,B14A/MO17,11.324684
IAH3_2022,B14A/OH43,11.452126
IAH3_2022,B37/H95,11.371866
IAH3_2022,B37/MO17,11.452126
IAH3_2022,B37/OH43,11.433889
IAH3_2022,B73/MO17,12.266781
IAH3_2022,B73/PHM49,12.226719
IAH3_2022,B73/PHN82,12.34523
IAH3_2022,B73/TX779,11.344063
IAH3_2022,B97/LH244,12.24115
IAH3_2022,BGEM-0039-N/LH244,11.918054
IAH3_2022,BGEM-0063-N/LH244,12.345406
IAH3_2022,BGEM-0089-N/LH244,12.01548
IAH3_2022,BGEM-0124-N/LH244,12.006298
IAH3_2022,BGEM-0129-N/LH244,9.616935
IAH3_2022,CG119/CG108,5.977673
IAH3_2022,CG44/CGR01,11.276991
IAH3_2022,DK3IIH6/LH244,12.598553
IAH3_2022,DK78010/LH244,12.33103
IAH3_2022,F42/H95,11.870545
IAH3_2022,F42/MO17,12.193535
IAH3_2022,F42/OH43,11.859591
IAH3_2022,GEMN-0096/LH244,12.324405
IAH3_2022,GEMN-0096_LH212HT_0001/LH244,12.310415
IAH3_2022,GEMN-0096_LH212HT_0002/LH244,12.322902
IAH3_2022,GEMN-0096_LH212HT_0003/LH244,12.310397
IAH3_2022,GEMN-0096_LH212HT_0004/LH244,12.320075
IAH3_2022,GEMN-0096_LH212HT_0005/LH244,12.339529
IAH3_2022,GEMN-0096_LH212HT_0006/LH244,12.308701
IAH3_2022,GEMN-0096_LH212HT_0008/LH244,12.31619
IAH3_2022,GEMN-0096_LH212HT_0009/LH244,12.31159
IAH3_2022,GEMN-0096_LH212HT_0010/LH244,12.331751
IAH3_2022,GEMN-0096_LH212HT_0011/LH244,12.32013
IAH3_2022,GEMN-0096_LH212HT_0012/LH244,12.30786
IAH3_2022,GEMN-0096_LH212HT_0013/LH244,12.329793
IAH3_2022,GEMN-0096_LH212HT_0017/LH244,12.331057
IAH3_2022,GEMN-0096_LH212HT_0020/LH244,12.320526
IAH3_2022,GEMN-0096_LH212HT_0021/LH244,12.323101
IAH3_2022,GEMN-0096_LH212HT_0027/LH244,12.317969
IAH3_2022,GEMN-0096_PHJ89_0001/LH244,12.311689
IAH3_2022,GEMN-0096_PHJ89_0002/LH244,12.326506
IAH3_2022,GEMN-0096_PHJ89_0006/LH244,12.317257
IAH3_2022,GEMN-0096_PHJ89_0007/LH244,12.316732
IAH3_2022,GEMN-0096_PHJ89_0009/LH244,12.308147
IAH3_2022,GEMN-0096_PHJ89_0010/LH244,12.32533
IAH3_2022,GEMN-0096_PHJ89_0011/LH244,12.314075
IAH3_2022,GEMN-0096_PHJ89_0012/LH244,12.322673
IAH3_2022,GEMN-0096_PHJ89_0013/LH244,12.330675
IAH3_2022,GEMN-0096_PHJ89_0014/LH244,12.330948
IAH3_2022,GEMN-0096_PHJ89_0016/LH244,12.305932
IAH3_2022,GEMN-0096_PHJ89_0017/LH244,12.337366
IAH3_2022,GEMN-0096_PHK76_0001/LH244,12.320562
IAH3_2022,GEMN-0096_PHK76_0002/LH244,12.309105
IAH3_2022,GEMN-0096_PHK76_0003/LH244,12.317846
IAH3_2022,GEMN-0096_PHK76_0004/LH244,12.333748
IAH3_2022,GEMN-0096_PHK76_0006/LH244,12.33781
IAH3_2022,GEMN-0096_PHK76_0007/LH244,12.313332
IAH3_2022,GEMN-0096_PHK76_0008/LH244,12.317984
IAH3_2022,GEMN-0096_PHK76_0009/LH244,12.31427
IAH3_2022,GEMN-0096_PHK76_0010/LH244,12.318436
IAH3_2022,GEMN-0096_PHK76_0013/LH244,12.30751
IAH3_2022,GEMN-0096_PHK76_0015/LH244,12.305815
IAH3_2022,GEMN-0096_PHK76_0016/LH244,12.311343
IAH3_2022,GEMN-0096_PHN46_0001/LH244,12.317172
IAH3_2022,GEMN-0096_PHN46_0002/LH244,12.299224
IAH3_2022,GEMN-0096_PHN46_0003/LH244,12.308509
IAH3_2022,GEMN-0096_PHN46_0004/LH244,12.307433
IAH3_2022,GEMN-0096_PHN46_0005/LH244,12.317924
IAH3_2022,GEMN-0096_PHN46_0007/LH244,12.310586
IAH3_2022,GEMN-0096_PHN46_0008/LH244,12.316817
IAH3_2022,GEMN-0096_PHN46_0009/LH244,12.300065
IAH3_2022,GEMN-0096_PHN46_0010/LH244,12.313595
IAH3_2022,GEMN-0096_PHN46_0011/LH244,12.335817
IAH3_2022,GEMN-0096_PHN46_0012/LH244,12.336638
IAH3_2022,GEMN-0096_PHN46_0013/LH244,12.300902
IAH3_2022,GEMN-0096_PHN46_0014/LH244,12.311707
IAH3_2022,GEMN-0096_PHN46_0018/LH244,12.311371
IAH3_2022,GEMN-0096_PHN46_0020/LH244,12.307788
IAH3_2022,GEMN-0096_PHN46_0023/LH244,12.311926
IAH3_2022,GEMN-0096_PHP02_0001/LH244,12.320375
IAH3_2022,GEMN-0096_PHP02_0002/LH244,12.317271
IAH3_2022,GEMN-0096_PHP02_0003/LH244,12.327857
IAH3_2022,GEMN-0096_PHP02_0004/LH244,12.318185
IAH3_2022,GEMN-0096_PHP02_0005/LH244,12.326923
IAH3_2022,GEMN-0096_PHP02_0006/LH244,12.316944
IAH3_2022,GEMN-0096_PHP02_0007/LH244,12.304738
IAH3_2022,GEMN-0096_PHP02_0008/LH244,12.328954
IAH3_2022,GEMN-0096_PHP02_0009/LH244,12.327987
IAH3_2022,GEMN-0096_PHP02_0010/LH244,12.320482
IAH3_2022,GEMN-0096_PHP02_0011/LH244,12.319239
IAH3_2022,GEMN-0096_PHP02_0012/LH244,12.31624
IAH3_2022,GEMN-0096_PHP02_0015/LH244,12.322487
IAH3_2022,GEMN-0096_PHP02_0016/LH244,12.312781
IAH3_2022,GEMN-0096_PHP02_0017/LH244,12.32636
IAH3_2022,GEMN-0096_PHP02_0022/LH244,12.312938
IAH3_2022,GEMN-0096_PHP02_0025/LH244,12.336395
IAH3_2022,GEMN-0096_PHP02_0030/LH244,12.320087
IAH3_2022,GEMN-0097/LH244,12.320637
IAH3_2022,GEMN-0097_LH212HT_0002/LH244,12.33694
IAH3_2022,GEMN-0097_LH212HT_0004/LH244,12.310966
IAH3_2022,GEMN-0097_LH212HT_0018/LH244,12.319403
IAH3_2022,GEMN-0097_LH212HT_0019/LH244,12.322142
IAH3_2022,GEMN-0097_LH212HT_0020/LH244,12.33114
IAH3_2022,GEMN-0097_LH212HT_0023/LH244,12.332615
IAH3_2022,GEMN-0097_LH212HT_0026/LH244,12.323877
IAH3_2022,GEMN-0097_LH212HT_0032/LH244,12.333181
IAH3_2022,GEMN-0097_LH212HT_0034/LH244,12.323202
IAH3_2022,GEMN-0097_LH212HT_0039/LH244,12.31838
IAH3_2022,GEMN-0097_LH212HT_0046/LH244,12.32275
IAH3_2022,GEMN-0097_LH212HT_0047/LH244,12.327332
IAH3_2022,GEMN-0097_LH212HT_0051/LH244,12.313553
IAH3_2022,GEMN-0097_LH212HT_0054/LH244,12.308923
IAH3_2022,GEMN-0097_LH212HT_0058/LH244,12.317839
IAH3_2022,GEMN-0097_LH212HT_0061/LH244,12.308626
IAH3_2022,GEMN-0097_LH212HT_0062/LH244,12.324885
IAH3_2022,GEMN-0097_LH212HT_0069/LH244,12.315572
IAH3_2022,GEMN-0097_LH212HT_0074/LH244,12.314994
IAH3_2022,GEMN-0097_LH212HT_0078/LH244,12.320552
IAH3_2022,GEMN-0097_LH212HT_0085/LH244,12.311342
IAH3_2022,GEMN-0097_LH212HT_0090/LH244,12.322688
IAH3_2022,GEMN-0097_PHJ89_0001/LH244,12.310425
IAH3_2022,GEMN-0097_PHJ89_0002/LH244,12.320053
IAH3_2022,GEMN-0097_PHJ89_0003/LH244,12.323137
IAH3_2022,GEMN-0097_PHJ89_0004/LH244,12.314991
IAH3_2022,GEMN-0097_PHJ89_0005/LH244,12.307787
IAH3_2022,GEMN-0097_PHJ89_0006/LH244,12.315023
IAH3_2022,GEMN-0097_PHJ89_0007/LH244,12.320976
IAH3_2022,GEMN-0097_PHJ89_0008/LH244,12.325005
IAH3_2022,GEMN-0097_PHJ89_0010/LH244,12.334002
IAH3_2022,GEMN-0097_PHJ89_0011/LH244,12.316292
IAH3_2022,GEMN-0097_PHJ89_0012/LH244,12.332049
IAH3_2022,GEMN-0097_PHJ89_0013/LH244,12.323227
IAH3_2022,GEMN-0097_PHJ89_0016/LH244,12.332818
IAH3_2022,GEMN-0097_PHJ89_0020/LH244,12.317112
IAH3_2022,GEMN-0097_PHJ89_0023/LH244,12.326601
IAH3_2022,GEMN-0097_PHJ89_0025/LH244,12.307528
IAH3_2022,GEMN-0097_PHJ89_0026/LH244,12.32806
IAH3_2022,GEMN-0097_PHJ89_0027/LH244,12.308197
IAH3_2022,GEMN-0097_PHJ89_0028/LH244,12.320952
IAH3_2022,GEMN-0097_PHJ89_0029/LH244,12.322802
IAH3_2022,GEMN-0097_PHJ89_0033/LH244,12.322367
IAH3_2022,GEMN-0097_PHJ89_0036/LH244,12.309607
IAH3_2022,GEMN-0097_PHJ89_0039/LH244,12.310286
IAH3_2022,GEMN-0097_PHK76_0002/LH244,12.327019
IAH3_2022,GEMN-0097_PHK76_0003/LH244,12.323776
IAH3_2022,GEMN-0097_PHK76_0007/LH244,12.312757
IAH3_2022,GEMN-0097_PHK76_0009/LH244,12.323301
IAH3_2022,GEMN-0097_PHK76_0010/LH244,12.309692
IAH3_2022,GEMN-0097_PHK76_0011/LH244,12.320331
IAH3_2022,GEMN-0097_PHK76_0012/LH244,12.322332
IAH3_2022,GEMN-0097_PHK76_0014/LH244,12.323172
IAH3_2022,GEMN-0097_PHK76_0015/LH244,12.322771
IAH3_2022,GEMN-0097_PHK76_0018/LH244,12.310331
IAH3_2022,GEMN-0097_PHK76_0021/LH244,12.309456
IAH3_2022,GEMN-0097_PHK76_0023/LH244,12.311789
IAH3_2022,GEMN-0097_PHK76_0029/LH244,12.322443
IAH3_2022,GEMN-0097_PHK76_0032/LH244,12.319348
IAH3_2022,GEMN-0097_PHK76_0036/LH244,12.329981
IAH3_2022,GEMN-0097_PHK76_0037/LH244,12.335899
IAH3_2022,GEMN-0097_PHK76_0038/LH244,12.317635
IAH3_2022,GEMN-0097_PHK76_0039/LH244,12.333428
IAH3_2022,GEMN-0097_PHK76_0041/LH244,12.316481
IAH3_2022,GEMN-0097_PHK76_0048/LH244,12.333122
IAH3_2022,GEMN-0097_PHK76_0052/LH244,12.305431
IAH3_2022,GEMN-0097_PHK76_0053/LH244,12.33099
IAH3_2022,GEMN-0097_PHK76_0055/LH244,12.321502
IAH3_2022,GEMN-0097_PHK76_0060/LH244,12.320934
IAH3_2022,GEMN-0097_PHN46_0001/LH244,12.308392
IAH3_2022,GEMN-0097_PHN46_0002/LH244,12.302488
IAH3_2022,GEMN-0097_PHN46_0003/LH244,12.32645
IAH3_2022,GEMN-0097_PHN46_0004/LH244,12.324589
IAH3_2022,GEMN-0097_PHN46_0005/LH244,12.327784
IAH3_2022,GEMN-0097_PHN46_0006/LH244,12.324181
IAH3_2022,GEMN-0097_PHN46_0007/LH244,12.330153
IAH3_2022,GEMN-0097_PHN46_0008/LH244,12.337666
IAH3_2022,GEMN-0097_PHN46_0009/LH244,12.32009
IAH3_2022,GEMN-0097_PHN46_0010/LH244,12.316236
IAH3_2022,GEMN-0097_PHN46_0011/LH244,12.297827
IAH3_2022,GEMN-0097_PHN46_0013/LH244,12.317182
IAH3_2022,GEMN-0097_PHN46_0014/LH244,12.313291
IAH3_2022,GEMN-0097_PHN46_0016/LH244,12.32161
IAH3_2022,GEMN-0097_PHN46_0018/LH244,12.318474
IAH3_2022,GEMN-0097_PHP02_0001/LH244,12.301861
IAH3_2022,GEMN-0097_PHP02_0002/LH244,12.32007
IAH3_2022,GEMN-0097_PHP02_0003/LH244,12.316666
IAH3_2022,GEMN-0097_PHP02_0005/LH244,12.311646
IAH3_2022,GEMN-0097_PHP02_0006/LH244,12.311188
IAH3_2022,GEMN-0097_PHP02_0007/LH244,12.326412
IAH3_2022,GEMN-0098/LH244,12.322451
IAH3_2022,GEMN-0104/LH244,12.303259
IAH3_2022,GEMN-0124/LH244,12.313578
IAH3_2022,GEMN-0135/LH244,12.321436
IAH3_2022,GEMN-0144/LH244,12.317398
IAH3_2022,GEMN-0157/LH244,12.316333
IAH3_2022,GEMN-0177/LH244,12.326596
IAH3_2022,GEMN-0178/LH244,12.330876
IAH3_2022,GEMN-0187/LH244,12.326117
IAH3_2022,GEMN-0192/LH244,12.317153
IAH3_2022,GEMN-0192_LH212HT_0001/LH244,12.31794
IAH3_2022,GEMN-0192_LH212HT_0002/LH244,12.333863
IAH3_2022,GEMN-0192_LH212HT_0006/LH244,12.342835
IAH3_2022,GEMN-0192_LH212HT_0007/LH244,12.316977
IAH3_2022,GEMN-0192_LH212HT_0008/LH244,12.338013
IAH3_2022,GEMN-0192_LH212HT_0010/LH244,12.318854
IAH3_2022,GEMN-0192_LH212HT_0011/LH244,12.329741
IAH3_2022,GEMN-0192_LH212HT_0012/LH244,12.32057
IAH3_2022,GEMN-0192_LH212HT_0013/LH244,12.306935
IAH3_2022,GEMN-0192_LH212HT_0014/LH244,12.310822
IAH3_2022,GEMN-0192_LH212HT_0015/LH244,12.311737
IAH3_2022,GEMN-0192_LH212HT_0016/LH244,12.320759
IAH3_2022,GEMN-0192_LH212HT_0018/LH244,12.322789
IAH3_2022,GEMN-0192_LH212HT_0021/LH244,12.313653
IAH3_2022,GEMN-0192_LH212HT_0023/LH244,12.305779
IAH3_2022,GEMN-0192_LH212HT_0026/LH244,12.31287
IAH3_2022,GEMN-0192_PHJ89_0001/LH244,12.322933
IAH3_2022,GEMN-0192_PHJ89_0002/LH244,12.310682
IAH3_2022,GEMN-0192_PHK76_0002/LH244,12.335789
IAH3_2022,GEMN-0192_PHK76_0004/LH244,12.326319
IAH3_2022,GEMN-0192_PHK76_0005/LH244,12.318705
IAH3_2022,GEMN-0192_PHK76_0006/LH244,12.312069
IAH3_2022,GEMN-0192_PHK76_0007/LH244,12.334616
IAH3_2022,GEMN-0192_PHK76_0008/LH244,12.322154
IAH3_2022,GEMN-0192_PHK76_0009/LH244,12.32202
IAH3_2022,GEMN-0192_PHK76_0010/LH244,12.305874
IAH3_2022,GEMN-0192_PHK76_0011/LH244,12.323248
IAH3_2022,GEMN-0192_PHK76_0012/LH244,12.314648
IAH3_2022,GEMN-0192_PHK76_0013/LH244,12.331972
IAH3_2022,GEMN-0192_PHK76_0014/LH244,12.337932
IAH3_2022,GEMN-0192_PHK76_0015/LH244,12.330016
IAH3_2022,GEMN-0192_PHK76_0016/LH244,12.321985
IAH3_2022,GEMN-0192_PHK76_0017/LH244,12.321821
IAH3_2022,GEMN-0192_PHK76_0018/LH244,12.329385
IAH3_2022,GEMN-0192_PHK76_0019/LH244,12.322155
IAH3_2022,GEMN-0192_PHK76_0021/LH244,12.319204
IAH3_2022,GEMN-0192_PHK76_0025/LH244,12.310864
IAH3_2022,GEMN-0192_PHK76_0027/LH244,12.313105
IAH3_2022,GEMN-0192_PHK76_0028/LH244,12.33247
IAH3_2022,GEMN-0192_PHK76_0030/LH244,12.323957
IAH3_2022,GEMN-0192_PHK76_0032/LH244,12.324385
IAH3_2022,GEMN-0192_PHK76_0033/LH244,12.314784
IAH3_2022,GEMN-0192_PHK76_0035/LH244,12.314677
IAH3_2022,GEMN-0192_PHK76_0036/LH244,12.324636
IAH3_2022,GEMN-0192_PHK76_0037/LH244,12.321316
IAH3_2022,GEMN-0192_PHK76_0041/LH244,12.319477
IAH3_2022,GEMN-0192_PHK76_0044/LH244,12.308266
IAH3_2022,GEMN-0192_PHK76_0045/LH244,12.318713
IAH3_2022,GEMN-0192_PHN46_0001/LH244,12.325021
