Env,Hybrid,Yield_Mg_ha
IAH3_2022,GEMN-0096_LH212HT_0008/LH244,9.1336775
IAH3_2022,GEMN-0096_LH212HT_0009/LH244,8.883703
IAH3_2022,GEMN-0096_LH212HT_0010/LH244,8.815398
IAH3_2022,GEMN-0096_LH212HT_0011/LH244,8.984945
IAH3_2022,GEMN-0096_LH212HT_0012/LH244,8.756081
IAH3_2022,GEMN-0096_LH212HT_0013/LH244,8.985284
IAH3_2022,GEMN-0096_LH212HT_0017/LH244,8.817856
IAH3_2022,GEMN-0096_LH212HT_0020/LH244,8.708797
IAH3_2022,GEMN-0096_LH212HT_0021/LH244,8.867233
IAH3_2022,GEMN-0096_LH212HT_0027/LH244,8.752802
IAH3_2022,GEMN-0096_PHJ89_0001/LH244,8.104479
IAH3_2022,GEMN-0096_PHJ89_0002/LH244,7.801192
IAH3_2022,GEMN-0096_PHJ89_0006/LH244,8.28509
IAH3_2022,GEMN-0096_PHJ89_0007/LH244,8.062777
IAH3_2022,GEMN-0096_PHJ89_0009/LH244,8.171714
IAH3_2022,GEMN-0096_PHJ89_0010/LH244,8.501228
IAH3_2022,GEMN-0096_PHJ89_0011/LH244,8.020166
IAH3_2022,GEMN-0096_PHJ89_0012/LH244,7.9710507
IAH3_2022,GEMN-0096_PHJ89_0013/LH244,8.494677
IAH3_2022,GEMN-0096_PHJ89_0014/LH244,7.9645543
IAH3_2022,GEMN-0096_PHJ89_0016/LH244,8.692179
IAH3_2022,GEMN-0096_PHJ89_0017/LH244,7.8951735
IAH3_2022,GEMN-0096_PHK76_0001/LH244,8.509417
IAH3_2022,GEMN-0096_PHK76_0002/LH244,8.525797
IAH3_2022,GEMN-0096_PHK76_0003/LH244,8.708703
IAH3_2022,GEMN-0096_PHK76_0004/LH244,8.6247635
IAH3_2022,GEMN-0096_PHK76_0006/LH244,8.52256
IAH3_2022,GEMN-0096_PHK76_0007/LH244,8.514805
IAH3_2022,GEMN-0096_PHK76_0008/LH244,8.48435
IAH3_2022,GEMN-0096_PHK76_0009/LH244,8.60931
IAH3_2022,GEMN-0096_PHK76_0010/LH244,8.591249
IAH3_2022,GEMN-0096_PHK76_0013/LH244,8.623968
IAH3_2022,GEMN-0096_PHK76_0015/LH244,8.65003
IAH3_2022,GEMN-0096_PHK76_0016/LH244,8.504351
IAH3_2022,GEMN-0096_PHN46_0001/LH244,8.545577
IAH3_2022,GEMN-0096_PHN46_0002/LH244,8.139212
IAH3_2022,GEMN-0096_PHN46_0003/LH244,8.252467
IAH3_2022,GEMN-0096_PHN46_0004/LH244,8.16738
IAH3_2022,GEMN-0096_PHN46_0005/LH244,7.987272
IAH3_2022,GEMN-0096_PHN46_0007/LH244,8.477153
IAH3_2022,GEMN-0096_PHN46_0008/LH244,9.0765
IAH3_2022,GEMN-0096_PHN46_0009/LH244,8.294296
IAH3_2022,GEMN-0096_PHN46_0010/LH244,8.551676
IAH3_2022,GEMN-0096_PHN46_0011/LH244,8.398892
IAH3_2022,GEMN-0096_PHN46_0012/LH244,8.484784
IAH3_2022,GEMN-0096_PHN46_0013/LH244,7.981437
IAH3_2022,GEMN-0096_PHN46_0014/LH244,8.322887
IAH3_2022,GEMN-0096_PHN46_0018/LH244,9.046516
IAH3_2022,GEMN-0096_PHN46_0020/LH244,8.721661
IAH3_2022,GEMN-0096_PHN46_0023/LH244,8.077866
IAH3_2022,GEMN-0096_PHP02_0001/LH244,8.205955
IAH3_2022,GEMN-0096_PHP02_0002/LH244,7.9435477
IAH3_2022,GEMN-0096_PHP02_0003/LH244,7.9304566
IAH3_2022,GEMN-0096_PHP02_0004/LH244,8.581511
IAH3_2022,GEMN-0096_PHP02_0005/LH244,8.132511
IAH3_2022,GEMN-0096_PHP02_0006/LH244,8.104712
IAH3_2022,GEMN-0096_PHP02_0007/LH244,8.904467
IAH3_2022,GEMN-0096_PHP02_0008/LH244,8.766075
IAH3_2022,GEMN-0096_PHP02_0009/LH244,8.095376
IAH3_2022,GEMN-0096_PHP02_0010/LH244,8.250532
IAH3_2022,GEMN-0096_PHP02_0011/LH244,8.418119
IAH3_2022,GEMN-0096_PHP02_0012/LH244,8.399744
IAH3_2022,GEMN-0096_PHP02_0015/LH244,8.10158
IAH3_2022,GEMN-0096_PHP02_0016/LH244,8.610587
IAH3_2022,GEMN-0096_PHP02_0017/LH244,7.9781747
IAH3_2022,GEMN-0096_PHP02_0022/LH244,7.88094
IAH3_2022,GEMN-0096_PHP02_0025/LH244,8.094225
IAH3_2022,GEMN-0096_PHP02_0030/LH244,8.375777
IAH3_2022,GEMN-0097/LH244,7.597197
IAH3_2022,GEMN-0097_LH212HT_0002/LH244,7.3800235
IAH3_2022,GEMN-0097_LH212HT_0004/LH244,8.088656
IAH3_2022,GEMN-0097_LH212HT_0018/LH244,8.665068
IAH3_2022,GEMN-0097_LH212HT_0019/LH244,7.679941
IAH3_2022,GEMN-0097_LH212HT_0020/LH244,8.548949
IAH3_2022,GEMN-0097_LH212HT_0023/LH244,8.637498
IAH3_2022,GEMN-0097_LH212HT_0026/LH244,8.226471
IAH3_2022,GEMN-0097_LH212HT_0032/LH244,7.613524
IAH3_2022,GEMN-0097_LH212HT_0034/LH244,7.742463
IAH3_2022,GEMN-0097_LH212HT_0039/LH244,8.17288
IAH3_2022,GEMN-0097_LH212HT_0046/LH244,7.8420367
IAH3_2022,GEMN-0097_LH212HT_0047/LH244,8.062078
IAH3_2022,GEMN-0097_LH212HT_0051/LH244,8.2366
IAH3_2022,GEMN-0097_LH212HT_0054/LH244,8.103534
IAH3_2022,GEMN-0097_LH212HT_0058/LH244,7.6239934
IAH3_2022,GEMN-0097_LH212HT_0061/LH244,8.739698
IAH3_2022,GEMN-0097_LH212HT_0062/LH244,8.001606
IAH3_2022,GEMN-0097_LH212HT_0069/LH244,7.897116
IAH3_2022,GEMN-0097_LH212HT_0074/LH244,8.309807
IAH3_2022,GEMN-0097_LH212HT_0078/LH244,8.643213
IAH3_2022,GEMN-0097_LH212HT_0085/LH244,7.6300797
IAH3_2022,GEMN-0097_LH212HT_0090/LH244,7.900555
IAH3_2022,GEMN-0097_PHJ89_0001/LH244,7.9944153
IAH3_2022,GEMN-0097_PHJ89_0002/LH244,8.145849
IAH3_2022,GEMN-0097_PHJ89_0003/LH244,7.7411194
IAH3_2022,GEMN-0097_PHJ89_0004/LH244,8.394434
IAH3_2022,GEMN-0097_PHJ89_0005/LH244,8.09269
IAH3_2022,GEMN-0097_PHJ89_0006/LH244,7.2259
IAH3_2022,GEMN-0097_PHJ89_0007/LH244,7.463808
IAH3_2022,GEMN-0097_PHJ89_0008/LH244,7.8758583
IAH3_2022,GEMN-0097_PHJ89_0010/LH244,7.7732472
IAH3_2022,GEMN-0097_PHJ89_0011/LH244,7.889067
IAH3_2022,GEMN-0097_PHJ89_0012/LH244,7.901039
IAH3_2022,GEMN-0097_PHJ89_0013/LH244,8.2514305
IAH3_2022,GEMN-0097_PHJ89_0016/LH244,7.468589
IAH3_2022,GEMN-0097_PHJ89_0020/LH244,8.480551
IAH3_2022,GEMN-0097_PHJ89_0023/LH244,8.140038
IAH3_2022,GEMN-0097_PHJ89_0025/LH244,8.097391
IAH3_2022,GEMN-0097_PHJ89_0026/LH244,7.8792806
IAH3_2022,GEMN-0097_PHJ89_0027/LH244,8.258043
IAH3_2022,GEMN-0097_PHJ89_0028/LH244,8.268658
IAH3_2022,GEMN-0097_PHJ89_0029/LH244,8.284423
IAH3_2022,GEMN-0097_PHJ89_0033/LH244,8.179541
IAH3_2022,GEMN-0097_PHJ89_0036/LH244,7.80161
IAH3_2022,GEMN-0097_PHJ89_0039/LH244,7.874862
IAH3_2022,GEMN-0097_PHK76_0002/LH244,8.20252
IAH3_2022,GEMN-0097_PHK76_0003/LH244,8.096782
IAH3_2022,GEMN-0097_PHK76_0007/LH244,8.45329
IAH3_2022,GEMN-0097_PHK76_0009/LH244,8.428823
IAH3_2022,GEMN-0097_PHK76_0010/LH244,8.423525
IAH3_2022,GEMN-0097_PHK76_0011/LH244,8.226011
IAH3_2022,GEMN-0097_PHK76_0012/LH244,8.056498
IAH3_2022,GEMN-0097_PHK76_0014/LH244,8.102915
IAH3_2022,GEMN-0097_PHK76_0015/LH244,7.927632
IAH3_2022,GEMN-0097_PHK76_0018/LH244,7.9747777
IAH3_2022,GEMN-0097_PHK76_0021/LH244,7.9147677
IAH3_2022,GEMN-0097_PHK76_0023/LH244,7.7519317
IAH3_2022,GEMN-0097_PHK76_0029/LH244,7.9067783
IAH3_2022,GEMN-0097_PHK76_0032/LH244,7.9054036
IAH3_2022,GEMN-0097_PHK76_0036/LH244,7.5128317
IAH3_2022,GEMN-0097_PHK76_0037/LH244,8.607622
IAH3_2022,GEMN-0097_PHK76_0038/LH244,8.273605
IAH3_2022,GEMN-0097_PHK76_0039/LH244,7.954044
IAH3_2022,GEMN-0097_PHK76_0041/LH244,7.399204
IAH3_2022,GEMN-0097_PHK76_0048/LH244,8.096088
IAH3_2022,GEMN-0097_PHK76_0052/LH244,8.755113
IAH3_2022,GEMN-0097_PHK76_0053/LH244,7.534771
IAH3_2022,GEMN-0097_PHK76_0055/LH244,7.69462
IAH3_2022,GEMN-0097_PHK76_0060/LH244,7.4706235
IAH3_2022,GEMN-0097_PHN46_0001/LH244,7.464523
IAH3_2022,GEMN-0097_PHN46_0002/LH244,7.6330547
IAH3_2022,GEMN-0097_PHN46_0003/LH244,8.133009
IAH3_2022,GEMN-0097_PHN46_0004/LH244,8.218975
IAH3_2022,GEMN-0097_PHN46_0005/LH244,7.681824
IAH3_2022,GEMN-0097_PHN46_0006/LH244,7.901423
IAH3_2022,GEMN-0097_PHN46_0007/LH244,7.92304
IAH3_2022,GEMN-0097_PHN46_0008/LH244,8.3947735
IAH3_2022,GEMN-0097_PHN46_0009/LH244,7.7787
IAH3_2022,GEMN-0097_PHN46_0010/LH244,7.9067783
IAH3_2022,GEMN-0097_PHN46_0011/LH244,7.7670584
IAH3_2022,GEMN-0097_PHN46_0013/LH244,8.175182
IAH3_2022,GEMN-0097_PHN46_0014/LH244,7.823394
IAH3_2022,GEMN-0097_PHN46_0016/LH244,7.622768
IAH3_2022,GEMN-0097_PHN46_0018/LH244,8.065783
IAH3_2022,GEMN-0097_PHP02_0001/LH244,7.792387
IAH3_2022,GEMN-0097_PHP02_0002/LH244,7.3851037
IAH3_2022,GEMN-0097_PHP02_0003/LH244,7.472533
IAH3_2022,GEMN-0097_PHP02_0005/LH244,8.1497555
IAH3_2022,GEMN-0097_PHP02_0006/LH244,7.70198
IAH3_2022,GEMN-0097_PHP02_0007/LH244,7.438
IAH3_2022,GEMN-0098/LH244,7.994922
IAH3_2022,GEMN-0104/LH244,8.10021
IAH3_2022,GEMN-0124/LH244,8.170538
IAH3_2022,GEMN-0135/LH244,8.126709
IAH3_2022,GEMN-0144/LH244,8.060145
IAH3_2022,GEMN-0157/LH244,8.101639
IAH3_2022,GEMN-0177/LH244,9.117451
IAH3_2022,GEMN-0178/LH244,8.93214
IAH3_2022,GEMN-0187/LH244,7.9395356
IAH3_2022,GEMN-0192/LH244,7.859226
IAH3_2022,GEMN-0192_LH212HT_0001/LH244,8.64879
IAH3_2022,GEMN-0192_LH212HT_0002/LH244,8.68156
IAH3_2022,GEMN-0192_LH212HT_0006/LH244,8.391697
IAH3_2022,GEMN-0192_LH212HT_0007/LH244,8.091263
IAH3_2022,GEMN-0192_LH212HT_0008/LH244,8.892748
IAH3_2022,GEMN-0192_LH212HT_0010/LH244,8.4575205
IAH3_2022,GEMN-0192_LH212HT_0011/LH244,8.404915
IAH3_2022,GEMN-0192_LH212HT_0012/LH244,8.203379
IAH3_2022,GEMN-0192_LH212HT_0013/LH244,8.428578
IAH3_2022,GEMN-0192_LH212HT_0014/LH244,8.546161
IAH3_2022,GEMN-0192_LH212HT_0015/LH244,8.469019
IAH3_2022,GEMN-0192_LH212HT_0016/LH244,8.219145
IAH3_2022,GEMN-0192_LH212HT_0018/LH244,8.44204
IAH3_2022,GEMN-0192_LH212HT_0021/LH244,8.587295
IAH3_2022,GEMN-0192_LH212HT_0023/LH244,8.649703
IAH3_2022,GEMN-0192_LH212HT_0026/LH244,8.498104
IAH3_2022,GEMN-0192_PHJ89_0001/LH244,7.8999248
IAH3_2022,GEMN-0192_PHJ89_0002/LH244,8.528843
IAH3_2022,GEMN-0192_PHK76_0002/LH244,8.485369
IAH3_2022,GEMN-0192_PHK76_0004/LH244,8.442729
IAH3_2022,GEMN-0192_PHK76_0005/LH244,8.863558
IAH3_2022,GEMN-0192_PHK76_0006/LH244,8.322909
IAH3_2022,GEMN-0192_PHK76_0007/LH244,8.223435
IAH3_2022,GEMN-0192_PHK76_0008/LH244,8.158789
IAH3_2022,GEMN-0192_PHK76_0009/LH244,8.772221
IAH3_2022,GEMN-0192_PHK76_0010/LH244,8.157958
IAH3_2022,GEMN-0192_PHK76_0011/LH244,8.334969
IAH3_2022,GEMN-0192_PHK76_0012/LH244,8.382973
IAH3_2022,GEMN-0192_PHK76_0013/LH244,7.933536
IAH3_2022,GEMN-0192_PHK76_0014/LH244,8.474184
IAH3_2022,GEMN-0192_PHK76_0015/LH244,8.711161
IAH3_2022,GEMN-0192_PHK76_0016/LH244,8.155573
IAH3_2022,GEMN-0192_PHK76_0017/LH244,8.637903
IAH3_2022,GEMN-0192_PHK76_0018/LH244,8.719717
IAH3_2022,GEMN-0192_PHK76_0019/LH244,8.349585
IAH3_2022,GEMN-0192_PHK76_0021/LH244,8.227779
IAH3_2022,GEMN-0192_PHK76_0025/LH244,8.422408
IAH3_2022,GEMN-0192_PHK76_0027/LH244,8.490491
IAH3_2022,GEMN-0192_PHK76_0028/LH244,7.99349
IAH3_2022,GEMN-0192_PHK76_0030/LH244,8.598532
IAH3_2022,GEMN-0192_PHK76_0032/LH244,8.333533
IAH3_2022,GEMN-0192_PHK76_0033/LH244,8.481342
IAH3_2022,GEMN-0192_PHK76_0035/LH244,8.303565
IAH3_2022,GEMN-0192_PHK76_0036/LH244,8.815993
IAH3_2022,GEMN-0192_PHK76_0037/LH244,8.524927
IAH3_2022,GEMN-0192_PHK76_0041/LH244,8.608363
IAH3_2022,GEMN-0192_PHK76_0044/LH244,8.671679
IAH3_2022,GEMN-0192_PHK76_0045/LH244,8.118809
IAH3_2022,GEMN-0192_PHN46_0001/LH244,8.154931
IAH3_2022,GEMN-0192_PHN46_0002/LH244,8.653127
IAH3_2022,GEMN-0192_PHN46_0003/LH244,8.209623
IAH3_2022,GEMN-0192_PHN46_0004/LH244,8.287666
IAH3_2022,GEMN-0192_PHN46_0005/LH244,8.515862
IAH3_2022,GEMN-0192_PHN46_0006/LH244,8.104582
IAH3_2022,GEMN-0192_PHN46_0008/LH244,8.523037
IAH3_2022,GEMN-0192_PHN46_0009/LH244,8.517192
IAH3_2022,GEMN-0192_PHN46_0010/LH244,8.146981
IAH3_2022,GEMN-0192_PHN46_0011/LH244,8.417923
IAH3_2022,GEMN-0192_PHN46_0012/LH244,8.327214
IAH3_2022,GEMN-0192_PHN46_0014/LH244,8.046101
IAH3_2022,GEMN-0192_PHN46_0015/LH244,8.207658
IAH3_2022,GEMN-0192_PHN46_0017/LH244,8.340464
IAH3_2022,GEMN-0192_PHN46_0018/LH244,8.200153
IAH3_2022,GEMN-0192_PHN46_0019/LH244,8.714197
IAH3_2022,GEMN-0192_PHN46_0020/LH244,7.9325385
IAH3_2022,GEMN-0192_PHN46_0025/LH244,8.315346
IAH3_2022,GEMN-0192_PHP02_0001/LH244,8.565002
IAH3_2022,GEMN-0192_PHP02_0003/LH244,8.004966
IAH3_2022,GEMN-0207/LH244,8.404453
IAH3_2022,GEMN-0225/LH244,8.585266
IAH3_2022,GEMN-0225_LH212HT_0002/LH244,8.577335
IAH3_2022,GEMN-0225_LH212HT_0003/LH244,8.6859665
IAH3_2022,GEMN-0225_LH212HT_0005/LH244,8.872189
IAH3_2022,GEMN-0225_LH212HT_0006/LH244,8.630962
IAH3_2022,GEMN-0225_LH212HT_0008/LH244,8.762047
IAH3_2022,GEMN-0225_LH212HT_0009/LH244,8.500325
IAH3_2022,GEMN-0225_LH212HT_0015/LH244,8.71893
IAH3_2022,GEMN-0225_LH212HT_0017/LH244,8.798286
IAH3_2022,GEMN-0225_LH212HT_0021/LH244,8.568206
IAH3_2022,GEMN-0225_LH212HT_0022/LH244,8.931794
IAH3_2022,GEMN-0225_LH212HT_0023/LH244,8.545702
IAH3_2022,GEMN-0225_LH212HT_0024/LH244,7.418419
IAH3_2022,GEMN-0225_LH212HT_0025/LH244,8.464537
IAH3_2022,GEMN-0225_LH212HT_0028/LH244,8.307322
IAH3_2022,GEMN-0225_LH212HT_0029/LH244,8.824619
IAH3_2022,GEMN-0225_LH212HT_0033/LH244,8.707821
IAH3_2022,GEMN-0225_LH212HT_0036/LH244,8.591751
IAH3_2022,GEMN-0225_LH212HT_0038/LH244,8.873116
IAH3_2022,GEMN-0225_LH212HT_0040/LH244,9.17985
IAH3_2022,GEMN-0225_LH212HT_0043/LH244,7.9014997
IAH3_2022,GEMN-0225_PHJ89_0001/LH244,8.207005
IAH3_2022,GEMN-0225_PHJ89_0002/LH244,8.07325
IAH3_2022,GEMN-0225_PHJ89_0003/LH244,7.877663
IAH3_2022,GEMN-0225_PHJ89_0004/LH244,8.181562
IAH3_2022,GEMN-0225_PHJ89_0005/LH244,8.27376
IAH3_2022,GEMN-0225_PHJ89_0006/LH244,7.8090115
IAH3_2022,GEMN-0225_PHJ89_0007/LH244,8.086945
IAH3_2022,GEMN-0225_PHJ89_0008/LH244,8.393726
IAH3_2022,GEMN-0225_PHJ89_0009/LH244,8.444777
IAH3_2022,GEMN-0225_PHJ89_0013/LH244,8.392471
IAH3_2022,GEMN-0225_PHJ89_0014/LH244,8.08863
IAH3_2022,GEMN-0225_PHJ89_0015/LH244,8.921728
IAH3_2022,GEMN-0225_PHJ89_0016/LH244,8.312395
IAH3_2022,GEMN-0225_PHJ89_0017/LH244,7.869592
IAH3_2022,GEMN-0225_PHJ89_0018/LH244,8.148806
IAH3_2022,GEMN-0225_PHJ89_0019/LH244,8.5608635
IAH3_2022,GEMN-0225_PHJ89_0020/LH244,8.090981
IAH3_2022,GEMN-0225_PHJ89_0021/LH244,8.010232
IAH3_2022,GEMN-0225_PHJ89_0022/LH244,7.9900317
IAH3_2022,GEMN-0225_PHJ89_0025/LH244,8.476906
IAH3_2022,GEMN-0225_PHJ89_0026/LH244,7.7292504
IAH3_2022,GEMN-0225_PHJ89_0027/LH244,8.264378
IAH3_2022,GEMN-0225_PHJ89_0032/LH244,8.181608
IAH3_2022,GEMN-0225_PHK76_0001/LH244,8.496166
IAH3_2022,GEMN-0225_PHK76_0002/LH244,8.492241
IAH3_2022,GEMN-0225_PHK76_0003/LH244,8.323031
IAH3_2022,GEMN-0225_PHK76_0004/LH244,8.91648
IAH3_2022,GEMN-0225_PHK76_0005/LH244,8.116603
IAH3_2022,GEMN-0225_PHK76_0007/LH244,8.760796
IAH3_2022,GEMN-0225_PHK76_0008/LH244,8.433445
IAH3_2022,GEMN-0225_PHK76_0010/LH244,8.938417
IAH3_2022,GEMN-0225_PHK76_0012/LH244,8.056891
IAH3_2022,GEMN-0225_PHK76_0013/LH244,8.702072
IAH3_2022,GEMN-0225_PHK76_0014/LH244,8.89874
IAH3_2022,GEMN-0225_PHK76_0018/LH244,8.627209
IAH3_2022,GEMN-0225_PHK76_0019/LH244,8.393145
IAH3_2022,GEMN-0225_PHK76_0021/LH244,8.413159
IAH3_2022,GEMN-0225_PHK76_0022/LH244,8.074358
IAH3_2022,GEMN-0225_PHK76_0027/LH244,8.619591
IAH3_2022,GEMN-0225_PHK76_0028/LH244,8.357468
IAH3_2022,GEMN-0225_PHK76_0031/LH244,7.87719
IAH3_2022,GEMN-0225_PHK76_0032/LH244,9.038822
IAH3_2022,GEMN-0225_PHK76_0039/LH244,8.3400755
IAH3_2022,GEMN-0225_PHN46_0001/LH244,8.226753
IAH3_2022,GEMN-0225_PHN46_0003/LH244,8.114431
IAH3_2022,GEMN-0225_PHN46_0004/LH244,8.366327
IAH3_2022,GEMN-0225_PHN46_0005/LH244,8.332363
IAH3_2022,GEMN-0225_PHN46_0006/LH244,8.568281
IAH3_2022,GEMN-0225_PHN46_0008/LH244,8.341518
IAH3_2022,GEMN-0225_PHN46_0009/LH244,8.378298
IAH3_2022,GEMN-0225_PHN46_0014/LH244,8.281411
IAH3_2022,GEMN-0225_PHN46_0021/LH244,8.43211
IAH3_2022,GEMN-0225_PHP02_0001/LH244,8.12136
IAH3_2022,GEMN-0225_PHP02_0002/LH244,8.264426
IAH3_2022,GEMN-0225_PHP02_0003/LH244,8.109837
IAH3_2022,GEMN-0225_PHP02_0005/LH244,7.9844418
IAH3_2022,GEMN-0225_PHP02_0006/LH244,8.331611
IAH3_2022,GEMN-0225_PHP02_0007/LH244,8.504618
IAH3_2022,GEMN-0225_PHP02_0008/LH244,9.011
IAH3_2022,GEMN-0225_PHP02_0009/LH244,8.910165
IAH3_2022,GEMN-0225_PHP02_0010/LH244,8.375288
IAH3_2022,GEMN-0225_PHP02_0012/LH244,7.8861
IAH3_2022,GEMN-0225_PHP02_0013/LH244,8.296082
IAH3_2022,GEMN-0225_PHP02_0014/LH244,8.247974
IAH3_2022,GEMN-0225_PHP02_0015/LH244,8.158211
IAH3_2022,GEMN-0225_PHP02_0017/LH244,8.174879
IAH3_2022,GEMN-0232/LH244,7.8442445
IAH3_2022,GEMN-0238/LH244,8.553434
IAH3_2022,GEMN-0257/LH244,8.391603
IAH3_2022,GEMN-0270/LH244,8.4755
IAH3_2022,GEMN-0271/LH244,7.926006
IAH3_2022,GEMN-0287/LH244,8.254598
IAH3_2022,LH185/LH244,8.274689
IAH3_2022,LH195/PHZ51,7.9611473
IAH3_2022,LH212HT/LH244,8.661405
IAH3_2022,LH213/LH244,8.37098
IAH3_2022,LH216/LH244,7.948498
IAH3_2022,LH244/MO17,8.441345
IAH3_2022,LH244/PHK76,9.44813
IAH3_2022,LH244/PHZ51,8.295631
IAH3_2022,LH283/LH244,8.204005
IAH3_2022,LH287/LH244,8.756056
IAH3_2022,LH74/PHN82,8.237381
IAH3_2022,LH82/LH244,7.8560815
IAH3_2022,M162W/LH244,7.8355684
IAH3_2022,M37W/LH244,7.5642977
IAH3_2022,MBUB/LH244,8.465831
IAH3_2022,MM501D/LH244,8.399218
IAH3_2022,MO17_PHW30-008-(2N)-01/LH244,9.34609
IAH3_2022,MO17_PHW30-200-(2N)-02/LH244,8.648608
IAH3_2022,MO17_PHW30-309-(2N)-01/LH244,8.188217
IAH3_2022,MO44/LH244,8.2887335
IAH3_2022,MO44_LH145_0127/LH244,8.541117
IAH3_2022,MO44_LH145_0138/LH244,7.5274835
IAH3_2022,MO44_PHG47_0072/LH244,8.465575
IAH3_2022,MO44_PHG47_0125/LH244,8.072735
IAH3_2022,MO44_PHW65_0025/LH244,9.0727215
IAH3_2022,MO44_PHW65_0035/LH244,8.095982
IAH3_2022,MOG/LH244,8.4415655
IAH3_2022,MS71/LH244,8.024639
IAH3_2022,NC350/LH244,8.806303
IAH3_2022,NC358/LH244,8.34441
IAH3_2022,NC360/LH244,8.870871
IAH3_2022,NC366/LH244,8.5150795
IAH3_2022,NC370/LH244,8.885546
IAH3_2022,NC374/LH244,7.13886
IAH3_2022,NC378/LH244,7.463853
IAH3_2022,NC386/LH244,8.659443
IAH3_2022,NC388/LH244,7.750676
IAH3_2022,NC398/LH244,8.649555
IAH3_2022,NC406/LH244,8.319525
IAH3_2022,NC426/LH244,8.450994
IAH3_2022,NC428/LH244,8.727337
IAH3_2022,NC438/LH244,7.712732
IAH3_2022,NC454/LH244,8.191948
IAH3_2022,NC456/LH244,7.956262
IAH3_2022,NC458/LH244,7.965259
IAH3_2022,NC508/LH244,8.426796
IAH3_2022,NC512/LH244,8.04545
IAH3_2022,NC524/LH244,8.99708
IAH3_2022,NC528/LH244,8.319661
IAH3_2022,NC540/LH244,8.357153
IAH3_2022,NC542/LH244,8.228834
IAH3_2022,NC546/LH244,8.445129
IAH3_2022,NC548/LH244,8.441677
IAH3_2022,NKH8431/LH244,7.6702666
IAH3_2022,OH43/LH244,8.6713705
IAH3_2022,PH207/LH244,8.642117
IAH3_2022,PH24E/LH244,8.2884865
IAH3_2022,PHAP9/LH244,8.487199
IAH3_2022,PHB47/LH244,8.563684
IAH3_2022,PHB47/PHN82,8.196613
IAH3_2022,PHB47/PHZ51,7.8827386
IAH3_2022,PHG29/PHG47,8.093766
IAH3_2022,PHG35/LH244,8.795279
IAH3_2022,PHG39/PHN82,8.389793
IAH3_2022,PHG47/LH244,7.8908143
IAH3_2022,PHJ40/PHAJ0,8.684225
IAH3_2022,PHJ89/LH244,8.3265915
IAH3_2022,PHJ90/LH244,8.031284
IAH3_2022,PHK56/LH244,8.631886
IAH3_2022,PHKE6/LH244,8.524815
IAH3_2022,PHN11/LH244,8.613694
IAH3_2022,PHN11_LH145_0005/LH244,8.581284
IAH3_2022,PHN11_LH145_0028/LH244,8.645477
IAH3_2022,PHN11_LH145_0085/LH244,7.666817
IAH3_2022,PHN11_OH43_0001/LH244,8.998919
IAH3_2022,PHN11_OH43_0075/LH244,7.6189885
IAH3_2022,PHN11_OH43_0088/LH244,8.364833
IAH3_2022,PHN11_PHG47_0251/LH244,8.481106
IAH3_2022,PHN11_PHG47_0287/LH244,8.170904
IAH3_2022,PHN11_PHW65_0312/LH244,9.248534
IAH3_2022,PHN11_PHW65_0323/LH244,9.30019
IAH3_2022,PHN11_PHW65_0359/LH244,8.949261
IAH3_2022,PHN46/LH244,8.029055
IAH3_2022,PHP02/LH244,8.731156
IAH3_2022,PHP55/LH244,9.121473
IAH3_2022,PHR03/LH244,7.906466
IAH3_2022,PHRE1/PHTD5,7.281338
IAH3_2022,PHW30/LH244,8.163923
IAH3_2022,PHW30_MO17-010-(2N)-01/LH244,8.35361
IAH3_2022,PHW30_MO17-032-(2N)-01/LH244,8.482593
IAH3_2022,PHW30_MO17-095-(2N)-01/LH244,8.331494
IAH3_2022,PHW30_MO17-129-(2N)-01/LH244,8.799334
IAH3_2022,PHW30_MO17-178-(2N)-01/LH244,8.521285
IAH3_2022,PHW30_MO17-234-(2N)-02/LH244,8.479308
IAH3_2022,PHW30_MO17-299-(2N)-01/LH244,8.321541
IAH3_2022,PHW52/PHM49,8.720784
IAH3_2022,PHW52/PHN82,8.331995
IAH3_2022,PHW65/LH244,9.292328
IAH3_2022,PHW65_MOG_0137/LH244,8.966739
IAH3_2022,PHW65_MOG_0176/LH244,8.540469
IAH3_2022,PHW65_MOG_0271/LH244,9.876591
IAH3_2022,TX303/LH244,8.30204
IAH3_2022,TX714/TX779,6.8690085
IAH3_2022,TX777/LH195,8.848087025261142
IAH3_2022,TX779/LH195,8.848087025261142
IAH3_2022,TX951/LH195,8.848087025261142
IAH3_2022,W10001_0003/LH244,7.888414
IAH3_2022,W10001_0007/LH244,8.219538
IAH3_2022,W10001_0008/LH244,8.155857
IAH3_2022,W10001_0009/LH244,7.7021136
IAH3_2022,W10001_0010/LH244,7.9269576
IAH3_2022,W10001_0011/LH244,7.8443513
IAH3_2022,W10001_0012/LH244,7.314638
IAH3_2022,W10001_0013/LH244,7.868211
IAH3_2022,W10001_0014/LH244,7.5388007
IAH3_2022,W10001_0016/LH244,7.82186
IAH3_2022,W10001_0017/LH244,7.6059356
IAH3_2022,W10001_0018/LH244,8.2901
IAH3_2022,W10001_0019/LH244,7.9037933
IAH3_2022,W10001_0021/LH244,8.267115
IAH3_2022,W10001_0022/LH244,8.1619
IAH3_2022,W10001_0023/LH244,7.641194
IAH3_2022,W10001_0030/LH244,8.231026
