Env,Year,GermplasmId,Value,k
Casselton_ND_2019,2019,M13-280012,6.1,M13280012
Casselton_ND_2019,2019,M13R-309006,22.0,M13R309006
Casselton_ND_2019,2019,M13R-309009,20.8,M13R309009
Casselton_ND_2019,2019,M13R-309021,26.1,M13R309021
Casselton_ND_2019,2019,M13R-309024,24.0,M13R309024
Casselton_ND_2019,2019,M13R-309033,28.3,M13R309033
Casselton_ND_2019,2019,M13R-309035,15.3,M13R309035
Casselton_ND_2019,2019,M13R-323110,33.6,M13R323110
Casselton_ND_2019,2019,M14HO-1329-1001,23.0,M14HO13291001
Casselton_ND_2019,2019,M14HO-1329-4008,20.4,M14HO13294008
Casselton_ND_2019,2019,M14HO-1330-14001,23.7,M14HO133014001
Casselton_ND_2019,2019,M14HO-1330-3006,22.1,M14HO13303006
Casselton_ND_2019,2019,MCH13R-117072,29.8,MCH13R117072
Casselton_ND_2019,2019,MN0095,13.225,MN0095
Casselton_ND_2019,2019,MN0404CN,11.3,MN0404CN
Casselton_ND_2019,2019,MN1410,33.5,MN1410
Casselton_ND_2019,2019,OAC 14-16C-SCN,20.9,OAC1416CSCN
Casselton_ND_2019,2019,OAC 17-14C,20.3,OAC1714C
Casselton_ND_2019,2019,OAC 17-56C,23.5,OAC1756C
CharlesCity_IA_2005,2005,IA1008,66.1,IA1008
CharlesCity_IA_2005,2005,Lambert,31.1,LAMBERT
CharlesCity_IA_2005,2005,M00-110014,63.6,M00110014
CharlesCity_IA_2005,2005,M00-110060,57.6,M00110060
CharlesCity_IA_2005,2005,M97-130015,57.4,M97130015
CharlesCity_IA_2005,2005,M97-357138,60.1,M97357138
CharlesCity_IA_2005,2005,M98-227065,61.4,M98227065
CharlesCity_IA_2005,2005,M99-246012,50.3,M99246012
CharlesCity_IA_2005,2005,M99-246068,59.5,M99246068
CharlesCity_IA_2005,2005,M99-278256,49.8,M99278256
CharlesCity_IA_2005,2005,Parker,52.9,PARKER
CharlesCity_IA_2005,2005,SD02-1043,58.0,SD021043
CharlesCity_IA_2005,2005,SD02-14,67.7,SD0214
CharlesCity_IA_2005,2005,SD02-906,56.9,SD02906
CharlesCity_IA_2005,2005,SD02-923,58.7,SD02923
CharlesCity_IA_2005,2005,U00-409006,62.6,U00409006
CharlesCity_IA_2005,2005,U01-190300,63.1,U01190300
CharlesCity_IA_2005,2005,U01-190311,54.3,U01190311
CharlesCity_IA_2005,2005,U01-190318,52.3,U01190318
CharlesCity_IA_2005,2005,U01-290401,52.1,U01290401
CharlesCity_IA_2005,2005,U01-290931,55.3,U01290931
CharlesCity_IA_2005,2005,U02-200629,41.4,U02200629
CharlesCity_IA_2005,2005,U02-205137,54.7,U02205137
CharlesCity_IA_2005,2005,U02-241130,59.9,U02241130
CharlesCity_IA_2005,2005,U02-242017,53.3,U02242017
CharlesCity_IA_2006,2006,IA1008,57.3,IA1008
CharlesCity_IA_2006,2006,Lambert,40.7,LAMBERT
CharlesCity_IA_2006,2006,M00-110014,49.2,M00110014
CharlesCity_IA_2006,2006,M00-110060,47.1,M00110060
CharlesCity_IA_2006,2006,M00-336023,48.8,M00336023
CharlesCity_IA_2006,2006,M00-378032,51.5,M00378032
CharlesCity_IA_2006,2006,M00-500071,52.9,M00500071
CharlesCity_IA_2006,2006,M00-537061,51.5,M00537061
CharlesCity_IA_2006,2006,M97-357138,58.7,M97357138
CharlesCity_IA_2006,2006,M98-227065,56.0,M98227065
CharlesCity_IA_2006,2006,SD00-167,49.4,SD00167
CharlesCity_IA_2006,2006,SD00-266,52.4,SD00266
CharlesCity_IA_2006,2006,SD02-1045,55.8,SD021045
CharlesCity_IA_2006,2006,SD02-14,54.9,SD0214
CharlesCity_IA_2006,2006,SD02-906,56.3,SD02906
CharlesCity_IA_2006,2006,SD02-923,57.8,SD02923
CharlesCity_IA_2006,2006,SD03-1254,51.9,SD031254
CharlesCity_IA_2006,2006,SD03-1603,55.4,SD031603
CharlesCity_IA_2006,2006,U00-409006,54.0,U00409006
CharlesCity_IA_2006,2006,U01-190311,49.1,U01190311
CharlesCity_IA_2006,2006,U03-100612,63.2,U03100612
Chatham_ONT_2005,2005,IA1008,66.25,IA1008
Chatham_ONT_2005,2005,IA2068,58.0,IA2068
Chatham_ONT_2005,2005,Lambert,59.6,LAMBERT
Chatham_ONT_2005,2005,M97-130015,64.3,M97130015
Chatham_ONT_2005,2005,M97-357138,61.1,M97357138
Chatham_ONT_2005,2005,M98-227065,79.4,M98227065
Chatham_ONT_2005,2005,Parker,59.2,PARKER
Chatham_ONT_2005,2005,U00-409006,65.1,U00409006
Chatham_ONT_2005,2005,U01-190300,56.3,U01190300
Chatham_ONT_2005,2005,U01-190311,60.1,U01190311
Chatham_ONT_2005,2005,U01-190318,58.9,U01190318
Chatham_ONT_2005,2005,U01-290401,55.9,U01290401
Chatham_ONT_2005,2005,U01-290680,43.5,U01290680
Chatham_ONT_2005,2005,U01-290931,53.9,U01290931
Chatham_ONT_2005,2005,U01-291039,62.8,U01291039
Chatham_ONT_2005,2005,U01-390224,59.2,U01390224
Chatham_ONT_2005,2005,U01-390489,59.5,U01390489
Chatham_ONT_2005,2005,U01-390504,55.9,U01390504
Chatham_ONT_2005,2005,U01-390511,63.4,U01390511
Chatham_ONT_2005,2005,U01-390517,59.7,U01390517
Chatham_ONT_2005,2005,U01-390560,54.6,U01390560
Chatham_ONT_2005,2005,U01-390794,61.3,U01390794
Chatham_ONT_2006,2006,HF03-534,62.4,HF03534
Chatham_ONT_2006,2006,IA1008,49.1,IA1008
Chatham_ONT_2006,2006,IA2068,65.2,IA2068
Chatham_ONT_2006,2006,LD01-7323,64.4,LD017323
Chatham_ONT_2006,2006,LD01-9035,62.4,LD019035
Chatham_ONT_2006,2006,LD02-4485,68.8,LD024485
Chatham_ONT_2006,2006,LD02-5025,54.7,LD025025
Chatham_ONT_2006,2006,M00-110014,58.2,M00110014
Chatham_ONT_2006,2006,M00-110060,59.8,M00110060
Chatham_ONT_2006,2006,M97-357138,50.3,M97357138
Chatham_ONT_2006,2006,M98-227065,48.9,M98227065
Chatham_ONT_2006,2006,SD00-167,37.0,SD00167
Chatham_ONT_2006,2006,SD00-266,50.3,SD00266
Chatham_ONT_2006,2006,SD02-1045,50.7,SD021045
Chatham_ONT_2006,2006,SD02-14,55.1,SD0214
Chatham_ONT_2006,2006,SD02-22,66.2,SD0222
Chatham_ONT_2006,2006,SD02-906,57.1,SD02906
Chatham_ONT_2006,2006,SD02-923,58.7,SD02923
Chatham_ONT_2006,2006,SD02-96,66.8,SD0296
Chatham_ONT_2006,2006,U00-409006,63.8,U00409006
Chatham_ONT_2006,2006,U01-190311,61.8,U01190311
Chatham_ONT_2006,2006,U01-390489,66.7,U01390489
Chatham_ONT_2006,2006,U01-390504,57.7,U01390504
Chatham_ONT_2006,2006,U01-390511,63.8,U01390511
Chatham_ONT_2006,2006,U01-390794,68.5,U01390794
Chatham_ONT_2006,2006,U02-242055,72.6,U02242055
Chatham_ONT_2007,2007,IA2068,63.9,IA2068
Chatham_ONT_2007,2007,LD01-7323,54.4,LD017323
Chatham_ONT_2007,2007,LD02-4485,67.7,LD024485
Chatham_ONT_2007,2007,LD02-5025,56.2,LD025025
Chatham_ONT_2007,2007,LD02-5320,63.9,LD025320
Chatham_ONT_2007,2007,LD03-10504,66.4,LD0310504
Chatham_ONT_2007,2007,Lambert,62.4,LAMBERT
Chatham_ONT_2007,2007,MN1410,74.4,MN1410
Chatham_ONT_2007,2007,NEX2905A0R,56.8,NEX2905A0R
Chatham_ONT_2007,2007,SD(LD)05-16118,53.2,SDLD0516118
Chatham_ONT_2007,2007,SD(LD)05-16121,44.3,SDLD0516121
Chatham_ONT_2007,2007,SD(LD)05-16137,45.9,SDLD0516137
Chatham_ONT_2007,2007,SD00-266,68.5,SD00266
Chatham_ONT_2007,2007,SD02-14,63.7,SD0214
Chatham_ONT_2007,2007,SD02-22,55.4,SD0222
Chatham_ONT_2007,2007,SD02-906,60.4,SD02906
Chatham_ONT_2007,2007,SD02-923,67.0,SD02923
Chatham_ONT_2007,2007,SD02-96,60.2,SD0296
Chatham_ONT_2007,2007,SD03-1254,66.5,SD031254
Chatham_ONT_2007,2007,SD03-1603,70.2,SD031603
Chatham_ONT_2007,2007,SDX00R-035-56,51.2,SDX00R03556
Chatham_ONT_2007,2007,U02-242055,65.0,U02242055
Chatham_ONT_2007,2007,U03-100612,71.4,U03100612
Chatham_ONT_2007,2007,U03-200317,76.3,U03200317
Chatham_ONT_2007,2007,U03-260216,72.1,U03260216
Chatham_ONT_2007,2007,U03-300134,62.7,U03300134
Chatham_ONT_2008,2008,E05053,73.2,E05053
Chatham_ONT_2008,2008,E06161,68.5,E06161
Chatham_ONT_2008,2008,E06164,77.2,E06164
Chatham_ONT_2008,2008,E06165,66.0,E06165
Chatham_ONT_2008,2008,E06167,65.8,E06167
Chatham_ONT_2008,2008,E06240,68.8,E06240
Chatham_ONT_2008,2008,E06243,65.4,E06243
Chatham_ONT_2008,2008,E06246,66.0,E06246
Chatham_ONT_2008,2008,E06372,71.3,E06372
Chatham_ONT_2008,2008,E06380,61.6,E06380
Chatham_ONT_2008,2008,E06381,78.8,E06381
Chatham_ONT_2008,2008,LD03-10504,69.3,LD0310504
Chatham_ONT_2008,2008,LD04-8782,72.4,LD048782
Chatham_ONT_2008,2008,LD05-16657,64.1,LD0516657
Chatham_ONT_2008,2008,M01-242025,45.0,M01242025
Chatham_ONT_2008,2008,MN1410,66.4,MN1410
Chatham_ONT_2008,2008,SD02-22,68.6,SD0222
Chatham_ONT_2008,2008,SD02-923,67.9,SD02923
Chatham_ONT_2008,2008,SD02-96,61.2,SD0296
Chatham_ONT_2008,2008,SD03-1254,65.8,SD031254
Chatham_ONT_2008,2008,SD03-1603,63.7,SD031603
Chatham_ONT_2008,2008,SD04CV-405,49.9,SD04CV405
Chatham_ONT_2008,2008,SD04CV-485,62.7,SD04CV485
Chatham_ONT_2008,2008,SD04CV-965,59.5,SD04CV965
Chatham_ONT_2008,2008,SD04CV-972,64.4,SD04CV972
Chatham_ONT_2008,2008,SD05-240,67.6,SD05240
Chatham_ONT_2008,2008,Sheyenne,42.2,SHEYENNE
Chatham_ONT_2008,2008,U03-100612,59.6,U03100612
Chatham_ONT_2008,2008,U03-260216,70.2,U03260216
Chatham_ONT_2008,2008,U03-300134,74.8,U03300134
Chatham_ONT_2008,2008,U04-701201,59.9,U04701201
Chatham_ONT_2009,2009,AR07-175064,66.8,AR07175064
Chatham_ONT_2009,2009,AR08-286003,71.5,AR08286003
Chatham_ONT_2009,2009,E06381,58.3,E06381
Chatham_ONT_2009,2009,E07021,61.3,E07021
Chatham_ONT_2009,2009,E07038,58.0,E07038
Chatham_ONT_2009,2009,E07040,54.8,E07040
Chatham_ONT_2009,2009,E07048,68.8,E07048
Chatham_ONT_2009,2009,E07051,59.1,E07051
Chatham_ONT_2009,2009,E07075,59.2,E07075
Chatham_ONT_2009,2009,E07078,64.6,E07078
Chatham_ONT_2009,2009,E07080,59.3,E07080
Chatham_ONT_2009,2009,E07087,63.7,E07087
Chatham_ONT_2009,2009,E07090,62.4,E07090
Chatham_ONT_2009,2009,HS6-3705,67.2,HS63705
Chatham_ONT_2009,2009,LD06-2009,67.4,LD062009
Chatham_ONT_2009,2009,MLG03-4069017,68.1,MLG034069017
Chatham_ONT_2009,2009,MN1410,64.9,MN1410
Chatham_ONT_2009,2009,SD05-240,58.8,SD05240
Chatham_ONT_2009,2009,SD06-320,60.0,SD06320
Chatham_ONT_2009,2009,SD06-432,59.3,SD06432
Chatham_ONT_2009,2009,SD06-577,63.4,SD06577
Chatham_ONT_2009,2009,SD06-589,62.0,SD06589
Chatham_ONT_2009,2009,Sheyenne,59.7,SHEYENNE
Chatham_ONT_2009,2009,U06-103421,56.7,U06103421
Chatham_ONT_2009,2009,U06-103459,68.2,U06103459
Chatham_ONT_2009,2009,U06-103715,59.7,U06103715
Chatham_ONT_2009,2009,U06-104326,58.4,U06104326
Chatham_ONT_2010,2010,AR07-175064,75.4,AR07175064
Chatham_ONT_2010,2010,AR08-186008,75.5,AR08186008
Chatham_ONT_2010,2010,AR08-286003,78.5,AR08286003
Chatham_ONT_2010,2010,AR09-192019,88.6,AR09192019
Chatham_ONT_2010,2010,E07048,77.7,E07048
Chatham_ONT_2010,2010,E07087,70.7,E07087
Chatham_ONT_2010,2010,E08052,76.1,E08052
Chatham_ONT_2010,2010,E08058,88.7,E08058
Chatham_ONT_2010,2010,E08130,83.4,E08130
Chatham_ONT_2010,2010,E08135,80.9,E08135
Chatham_ONT_2010,2010,E08142,80.1,E08142
Chatham_ONT_2010,2010,E08200,79.7,E08200
Chatham_ONT_2010,2010,E08206,75.2,E08206
Chatham_ONT_2010,2010,E08210,79.8,E08210
Chatham_ONT_2010,2010,E08235,79.2,E08235
Chatham_ONT_2010,2010,E08239,76.3,E08239
Chatham_ONT_2010,2010,E08242,78.9,E08242
Chatham_ONT_2010,2010,HS7W-29,78.7,HS7W29
Chatham_ONT_2010,2010,HS7W-82,79.6,HS7W82
Chatham_ONT_2010,2010,LD05-1540,72.6,LD051540
Chatham_ONT_2010,2010,LG07-6843,64.4,LG076843
Chatham_ONT_2010,2010,LG07-6848,71.3,LG076848
Chatham_ONT_2010,2010,LG07-6950,70.7,LG076950
Chatham_ONT_2010,2010,LG07-6953,74.4,LG076953
Chatham_ONT_2010,2010,LG08-3838,84.7,LG083838
Chatham_ONT_2010,2010,M02-385041,71.6,M02385041
Chatham_ONT_2010,2010,M02-385091,66.4,M02385091
Chatham_ONT_2010,2010,M03-165068,77.8,M03165068
Chatham_ONT_2010,2010,M03-172059,75.5,M03172059
Chatham_ONT_2010,2010,MLG03-4069017,76.9,MLG034069017
Chatham_ONT_2010,2010,MN1410,73.4,MN1410
Chatham_ONT_2010,2010,OAC07-48C,71.5,OAC0748C
Chatham_ONT_2010,2010,SD05-240,75.6,SD05240
Chatham_ONT_2010,2010,SD06-535,64.6,SD06535
Chatham_ONT_2010,2010,SD07CV-367,76.4,SD07CV367
Chatham_ONT_2010,2010,SD07CV-603,75.0,SD07CV603
Chatham_ONT_2010,2010,SD07CV-631,66.0,SD07CV631
Chatham_ONT_2010,2010,SD07CV-770,69.2,SD07CV770
Chatham_ONT_2010,2010,SD07CV-800,79.0,SD07CV800
Chatham_ONT_2010,2010,SD07CV-874,73.2,SD07CV874
Chatham_ONT_2010,2010,SD07CV-878,78.8,SD07CV878
Chatham_ONT_2010,2010,SD07CV-886,72.8,SD07CV886
Chatham_ONT_2010,2010,Sheyenne,69.4,SHEYENNE
Chatham_ONT_2010,2010,U06-103421,73.5,U06103421
Chatham_ONT_2010,2010,U07-200135,71.4,U07200135
Chatham_ONT_2010,2010,U07-200211,86.1,U07200211
Chatham_ONT_2010,2010,U07-200215,80.6,U07200215
Chatham_ONT_2010,2010,U07-200239,84.0,U07200239
Chatham_ONT_2010,2010,U07-227102,83.7,U07227102
Chatham_ONT_2010,2010,U07-230086,74.9,U07230086
Chatham_ONT_2010,2010,U07-336226,74.0,U07336226
Chatham_ONT_2010,2010,U07-420241,85.2,U07420241
Chatham_ONT_2011,2011,AR08-286003,68.7,AR08286003
Chatham_ONT_2011,2011,AR09-192008,62.9,AR09192008
Chatham_ONT_2011,2011,AR09-192018,70.8,AR09192018
Chatham_ONT_2011,2011,AR09-192019,70.4,AR09192019
Chatham_ONT_2011,2011,AR10-206075,58.2,AR10206075
Chatham_ONT_2011,2011,E08200,67.2,E08200
Chatham_ONT_2011,2011,E08210,61.4,E08210
Chatham_ONT_2011,2011,E09014,58.3,E09014
Chatham_ONT_2011,2011,E09089,61.6,E09089
Chatham_ONT_2011,2011,E09090,58.9,E09090
Chatham_ONT_2011,2011,E09107,61.4,E09107
Chatham_ONT_2011,2011,E09109,53.2,E09109
Chatham_ONT_2011,2011,E09110,43.8,E09110
Chatham_ONT_2011,2011,HM09-W146,75.7,HM09W146
Chatham_ONT_2011,2011,HS8W-106,64.6,HS8W106
Chatham_ONT_2011,2011,HS8W-30,68.0,HS8W30
Chatham_ONT_2011,2011,LD02-4485,70.9,LD024485
Chatham_ONT_2011,2011,LD08-2370,65.9,LD082370
Chatham_ONT_2011,2011,LD08-2388,63.3,LD082388
Chatham_ONT_2011,2011,LD08-3243,56.0,LD083243
Chatham_ONT_2011,2011,LD08-4202,58.1,LD084202
Chatham_ONT_2011,2011,LG08-1643,61.2,LG081643
Chatham_ONT_2011,2011,LG09-5636,59.8,LG095636
Chatham_ONT_2011,2011,LG09-5856,59.4,LG095856
Chatham_ONT_2011,2011,LG09-5857,65.1,LG095857
Chatham_ONT_2011,2011,LG09-5875,60.5,LG095875
Chatham_ONT_2011,2011,LG09-7193,63.8,LG097193
Chatham_ONT_2011,2011,SD07CV-367,63.0,SD07CV367
Chatham_ONT_2011,2011,SD07CV-603,59.6,SD07CV603
Chatham_ONT_2011,2011,SD07CV-631,71.7,SD07CV631
Chatham_ONT_2011,2011,SD08CV-2080,61.7,SD08CV2080
Chatham_ONT_2011,2011,SD08CV-2083,57.9,SD08CV2083
Chatham_ONT_2011,2011,SD08CV-2088,60.7,SD08CV2088
Chatham_ONT_2011,2011,SD08CV-2094,63.7,SD08CV2094
Chatham_ONT_2011,2011,SD08CV-2096,62.7,SD08CV2096
Chatham_ONT_2011,2011,SD08CV-2102,69.1,SD08CV2102
Chatham_ONT_2011,2011,U07-200211,65.9,U07200211
Chatham_ONT_2011,2011,U09-311114,66.9,U09311114
Chatham_ONT_2011,2011,U09-312115,64.4,U09312115
Chatham_ONT_2011,2011,U09-316113,78.2,U09316113
Chatham_ONT_2011,2011,U09-317120,69.5,U09317120
Chatham_ONT_2012,2012,AR09-192019,78.2,AR09192019
Chatham_ONT_2012,2012,AR10-106008,81.1,AR10106008
Chatham_ONT_2012,2012,AR10-206075,77.3,AR10206075
Chatham_ONT_2012,2012,AR11-214001,84.8,AR11214001
Chatham_ONT_2012,2012,AR11-214022,88.6,AR11214022
Chatham_ONT_2012,2012,E09090,80.2,E09090
Chatham_ONT_2012,2012,E10169,73.4,E10169
Chatham_ONT_2012,2012,E10254LL,75.9,E10254LL
Chatham_ONT_2012,2012,E10265LL,82.2,E10265LL
Chatham_ONT_2012,2012,HM09-W084,71.7,HM09W084
Chatham_ONT_2012,2012,HM09-W146,79.7,HM09W146
Chatham_ONT_2012,2012,HM10-W314,75.0,HM10W314
Chatham_ONT_2012,2012,HR09-720,71.6,HR09720
Chatham_ONT_2012,2012,HR09-728,76.1,HR09728
Chatham_ONT_2012,2012,HR09-734,75.6,HR09734
Chatham_ONT_2012,2012,IA2102,86.10000000000001,IA2102
Chatham_ONT_2012,2012,LD02-4485,71.1,LD024485
Chatham_ONT_2012,2012,LD08-12428a,85.7,LD0812428A
Chatham_ONT_2012,2012,LD08-12435a,81.5,LD0812435A
Chatham_ONT_2012,2012,LD08-6982,72.2,LD086982
Chatham_ONT_2012,2012,LD09-16058,78.2,LD0916058
Chatham_ONT_2012,2012,LD09-30015,81.6,LD0930015
Chatham_ONT_2012,2012,SD07CV-631,80.3,SD07CV631
Chatham_ONT_2012,2012,SD08CV-2102,76.1,SD08CV2102
Chatham_ONT_2012,2012,SD09CV-2038,74.0,SD09CV2038
Chatham_ONT_2012,2012,SD09CV-2096,69.0,SD09CV2096
Chatham_ONT_2012,2012,U09-118015,69.6,U09118015
Chatham_ONT_2012,2012,U09-133005,81.3,U09133005
Chatham_ONT_2012,2012,U09-133021,88.1,U09133021
Chatham_ONT_2012,2012,U09-202083,82.9,U09202083
Chatham_ONT_2012,2012,U09-211049,79.4,U09211049
Chatham_ONT_2012,2012,U09-311114,78.7,U09311114
Chatham_ONT_2012,2012,U09-312115,79.6,U09312115
Chatham_ONT_2012,2012,U09-316113,78.8,U09316113
Chatham_ONT_2012,2012,U09-317120,76.2,U09317120
Chatham_ONT_2013,2013,AR10-206075,45.4,AR10206075
Chatham_ONT_2013,2013,AR11-114002,56.1,AR11114002
Chatham_ONT_2013,2013,AR11-114057,54.4,AR11114057
Chatham_ONT_2013,2013,AR11-214001,51.5,AR11214001
Chatham_ONT_2013,2013,AR11-214022,46.4,AR11214022
Chatham_ONT_2013,2013,AR12-228047,53.6,AR12228047
Chatham_ONT_2013,2013,E10265LL,49.1,E10265LL
Chatham_ONT_2013,2013,E11095,48.3,E11095
Chatham_ONT_2013,2013,E11291LL,50.3,E11291LL
Chatham_ONT_2013,2013,E11399,51.3,E11399
Chatham_ONT_2013,2013,E11401,52.3,E11401
Chatham_ONT_2013,2013,E11431,50.9,E11431
Chatham_ONT_2013,2013,HM09-W053,50.0,HM09W053
Chatham_ONT_2013,2013,HM09-W084,43.4,HM09W084
Chatham_ONT_2013,2013,HM10-W083,47.2,HM10W083
Chatham_ONT_2013,2013,HM11-G016,52.9,HM11G016
Chatham_ONT_2013,2013,HM11-G021,54.0,HM11G021
Chatham_ONT_2013,2013,HM11-G023,53.7,HM11G023
Chatham_ONT_2013,2013,IA2102,53.7,IA2102
Chatham_ONT_2013,2013,LD02-4485,46.5,LD024485
Chatham_ONT_2013,2013,LD08-12435a,54.8,LD0812435A
Chatham_ONT_2013,2013,LD09-16058,47.2,LD0916058
Chatham_ONT_2013,2013,LD09-30015,47.8,LD0930015
Chatham_ONT_2013,2013,LD10-30036,55.7,LD1030036
Chatham_ONT_2013,2013,LD10-5213a,58.8,LD105213A
Chatham_ONT_2013,2013,LD10-5330a,53.6,LD105330A
Chatham_ONT_2013,2013,LD10-5587a,61.6,LD105587A
Chatham_ONT_2013,2013,MLG03-4069017,51.7,MLG034069017
Chatham_ONT_2013,2013,U09-133005,48.4,U09133005
Chatham_ONT_2013,2013,U09-133021,54.7,U09133021
Chatham_ONT_2013,2013,U09-202083,53.3,U09202083
Chatham_ONT_2013,2013,U09-211049,51.9,U09211049
Chatham_ONT_2013,2013,U09-311114,54.3,U09311114
Chatham_ONT_2013,2013,U09-312115,49.6,U09312115
Chatham_ONT_2013,2013,U09-316113,47.1,U09316113
Chatham_ONT_2013,2013,U09-317120,54.5,U09317120
Chatham_ONT_2013,2013,U11-610109,50.4,U11610109
Chatham_ONT_2013,2013,U11-610122,45.5,U11610122
Chatham_ONT_2013,2013,U11-611112,51.0,U11611112
Chatham_ONT_2013,2013,U11-614119,56.3,U11614119
Chatham_ONT_2013,2013,U11-615155,51.6,U11615155
Chatham_ONT_2013,2013,U11-616107,51.8,U11616107
Chatham_ONT_2013,2013,U11-619102,53.1,U11619102
Chatham_ONT_2013,2013,U11-619104,61.0,U11619104
Chatham_ONT_2013,2013,U11-622089,48.8,U11622089
Chatham_ONT_2013,2013,U11-919011,58.9,U11919011
Chatham_ONT_2013,2013,U11-920016,49.7,U11920016
Chatham_ONT_2013,2013,U11-920017,58.1,U11920017
Chatham_ONT_2014,2014,AR11-214001,75.1,AR11214001
Chatham_ONT_2014,2014,AR12-228007,74.0,AR12228007
Chatham_ONT_2014,2014,AR12-228047,66.1,AR12228047
Chatham_ONT_2014,2014,AR12-228071,65.7,AR12228071
Chatham_ONT_2014,2014,AR13-232001,60.1,AR13232001
Chatham_ONT_2014,2014,AR13-232013,69.9,AR13232013
Chatham_ONT_2014,2014,AR13-232102,64.6,AR13232102
Chatham_ONT_2014,2014,E11401,69.8,E11401
Chatham_ONT_2014,2014,E11431,66.0,E11431
Chatham_ONT_2014,2014,E12007,67.6,E12007
Chatham_ONT_2014,2014,E12020,70.1,E12020
Chatham_ONT_2014,2014,E12023,73.6,E12023
Chatham_ONT_2014,2014,E12034,58.7,E12034
Chatham_ONT_2014,2014,E12042,70.6,E12042
Chatham_ONT_2014,2014,E12061,61.8,E12061
Chatham_ONT_2014,2014,E12076,57.8,E12076
Chatham_ONT_2014,2014,E12084,61.6,E12084
Chatham_ONT_2014,2014,E12247,62.5,E12247
Chatham_ONT_2014,2014,E12377,61.1,E12377
Chatham_ONT_2014,2014,E12397,66.2,E12397
Chatham_ONT_2014,2014,HM12-P077,68.5,HM12P077
Chatham_ONT_2014,2014,HM12-W005,63.3,HM12W005
Chatham_ONT_2014,2014,HR10-3060,64.1,HR103060
Chatham_ONT_2014,2014,IA2102,65.36666666666667,IA2102
Chatham_ONT_2014,2014,LD02-4485,67.5,LD024485
Chatham_ONT_2014,2014,LD10-10198,63.2,LD1010198
Chatham_ONT_2014,2014,LD10-5213a,68.7,LD105213A
Chatham_ONT_2014,2014,LD10-5587a,67.3,LD105587A
Chatham_ONT_2014,2014,LD10-5903a,71.0,LD105903A
Chatham_ONT_2014,2014,LD11-304,69.9,LD11304
Chatham_ONT_2014,2014,LD11-643,68.3,LD11643
Chatham_ONT_2014,2014,LD11-6883,62.1,LD116883
Chatham_ONT_2014,2014,M08-608015,55.8,M08608015
Chatham_ONT_2014,2014,M08-608018,62.6,M08608018
Chatham_ONT_2014,2014,M08-608106,62.9,M08608106
Chatham_ONT_2014,2014,MLG03-4069017,67.55,MLG034069017
Chatham_ONT_2014,2014,MLG07-6251013,58.3,MLG076251013
Chatham_ONT_2014,2014,ORC5811N,62.6,ORC5811N
Chatham_ONT_2014,2014,U09-133021,70.1,U09133021
Chatham_ONT_2014,2014,U11-214015,68.9,U11214015
Chatham_ONT_2014,2014,U11-230017,69.7,U11230017
Chatham_ONT_2014,2014,U11-309049,64.2,U11309049
Chatham_ONT_2014,2014,U11-310076,62.4,U11310076
Chatham_ONT_2014,2014,U11-311071,68.6,U11311071
Chatham_ONT_2014,2014,U11-346046,79.8,U11346046
Chatham_ONT_2014,2014,U11-374036,62.8,U11374036
Chatham_ONT_2014,2014,U11-376008,71.2,U11376008
Chatham_ONT_2014,2014,U11-389031,73.7,U11389031
Chatham_ONT_2014,2014,U11-396029,71.0,U11396029
Chatham_ONT_2014,2014,U11-396034,67.6,U11396034
Chatham_ONT_2014,2014,U11-431093,68.7,U11431093
Chatham_ONT_2014,2014,U11-444079,71.6,U11444079
Chatham_ONT_2014,2014,U11-449075,69.7,U11449075
Chatham_ONT_2014,2014,U11-449096,66.9,U11449096
Chatham_ONT_2014,2014,U11-610107,75.6,U11610107
Chatham_ONT_2014,2014,U11-610109,73.0,U11610109
Chatham_ONT_2014,2014,U11-611112,66.6,U11611112
Chatham_ONT_2014,2014,U11-614119,68.8,U11614119
Chatham_ONT_2014,2014,U11-619102,72.6,U11619102
Chatham_ONT_2014,2014,U11-619104,78.0,U11619104
Chatham_ONT_2014,2014,U11-919011,68.2,U11919011
Chatham_ONT_2014,2014,U11-920017,76.3,U11920017
Chatham_ONT_2015,2015,AR13-231017,66.2,AR13231017
Chatham_ONT_2015,2015,AR13-232001,76.5,AR13232001
Chatham_ONT_2015,2015,AR13-232049,58.9,AR13232049
Chatham_ONT_2015,2015,AR13-232106,62.4,AR13232106
Chatham_ONT_2015,2015,AR14-248009,69.4,AR14248009
Chatham_ONT_2015,2015,AR14-248020,78.5,AR14248020
Chatham_ONT_2015,2015,E12020,60.8,E12020
Chatham_ONT_2015,2015,E12034,76.7,E12034
Chatham_ONT_2015,2015,E12042,77.2,E12042
Chatham_ONT_2015,2015,E12084,62.9,E12084
Chatham_ONT_2015,2015,E13100,68.8,E13100
Chatham_ONT_2015,2015,E13126,64.3,E13126
Chatham_ONT_2015,2015,E13132,74.4,E13132
Chatham_ONT_2015,2015,E13139,68.4,E13139
Chatham_ONT_2015,2015,E13212,62.9,E13212
Chatham_ONT_2015,2015,E13268,63.0,E13268
Chatham_ONT_2015,2015,E13298,73.5,E13298
Chatham_ONT_2015,2015,E13345,71.6,E13345
Chatham_ONT_2015,2015,E13364,66.3,E13364
Chatham_ONT_2015,2015,E13369,66.6,E13369
Chatham_ONT_2015,2015,E13370,70.7,E13370
Chatham_ONT_2015,2015,HM13-W155,75.4,HM13W155
